month	price
2025-01-01	4.668097267422326
2025-02-01	4.29270407848713
2025-03-01	3.866304252854779
2025-04-01	3.911867753625296
2025-05-01	3.6353056069055083
2025-06-01	3.3823039761580724
2025-07-01	3.3452995527357494
2025-08-01	3.628099638054769
2025-09-01	3.78069379241568
2025-10-01	4.051299105727222
2025-11-01	4.5692951944481885
2025-12-01	4.969161498779492
