month	price
2024-01-01	4.529458692084957
2024-02-01	4.242516394191176
2024-03-01	3.8145231570528177
2024-04-01	3.920860817646985
2024-05-01	3.644113114242335
2024-06-01	3.380395153531003
2024-07-01	3.293077905838911
2024-08-01	3.592944440462233
2024-09-01	3.6863219815925534
2024-10-01	4.026812796324474
2024-11-01	4.517208377926644
2024-12-01	4.905361450274326
